,Unnamed: 0,sentence,label
807,0,I cry for I Spy -- or I would if this latest and laziest imaginable of all vintage-TV spinoffs were capable of engendering an emotional response of any kind .,Class3
808,1,gadgets and fresh .,Class3
809,2,compassion 's message disturbing ` Great White Hope ' love There The Other Side of Heaven that subtly undermines its a of undertone Christian and to .,Class3
810,0,But they lack their idol 's energy and passion for detail .,Class5
811,1,seems more in in us well-thought or car we n't seen times,Class5
812,2,of heroic is A viewers that persistence sure tale win to ' hearts .,Class5
813,0,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,Class3
814,1,you 're depressed anything before you just end trying drown lake,Class3
815,2,"The faithful will enjoy novel sometimes this adaptation of V.S. during 's wry a but newcomers may find , stifling themselves yawn or two Naipaul the first hour .",Class3
816,0,"All that 's missing is the spontaneity , originality and delight .",Class2
817,1,if watching a movie that was made 1978 but not was has been and now it has,Class2
818,2,"this Bob 's is someone of to interest performances you , n't film Crane impressive particular and adept direction are Unless likely to leave a lasting impression .",Class2
819,0,Indifferently implausible popcorn programmer of a movie .,Class4
820,1,"only , is .",Class4
821,2,"An breezily amusing the apolitical about documentary life campaign , on trail .",Class4
822,0,A tone poem of transgression .,Class1
823,1,You know going to but 's a heck ride,Class1
824,2,"comedy Lame . teen , haphazard",Class1
825,0,Godawful boring slug of a movie .,Class3
826,1,"pretentious , provocative and",Class3
827,2,flick This the first full Kong 's John from Hong scale WWII is Woo .,Class3
828,0,"Although based on a real-life person , John , in the movie , is a rather dull person to be stuck with for two hours .",Class3
829,1,A vivid .,Class3
830,2,A cinematic . impressive potency pill of sleeping,Class3
831,0,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",Class3
832,1,But once in skies Manhattan adventure is on .,Class3
833,2,"comic modestly A , modestly action-oriented World War II adventure that is in terms of authenticity , , one of requires films that the straight enemy to never shoot those .",Class3
834,0,The movie does n't generate a lot of energy .,Class2
835,1,"Interview Assassin is structured as a documentary more as a , as the film has shaking its Project roots .",Class2
836,2,"it , ago years Thirty have groundbreaking been . would",Class2
837,0,"Adolescents will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '",Class1
838,1,"baffling involving drugs Danish falls , if you 're you better have a .",Class1
839,2,"and and uninspired that you peopled mainly by characters so unsympathetic , a 're left with sour Slack taste in your mouth .",Class1
840,0,"I admit it , I hate to like it .",Class4
841,1,An by the pesky mother interfering during her son 's discovery of homosexuality,Class4
842,2,"Tadpole may of one be stepmother -- appealing made ever movies about an otherwise in , and downright creepy , subject most a teenage boy appalling love with his the .",Class4
843,0,"I was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",Class1
844,1,It filmmakers n't sure their to more that they to get us to this .,Class1
845,2,"than the cheesiest monsters this of side a more spoof , which They fright to , it is horror likely n't induce sleep With is .",Class1
846,0,"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic postcard that 's superficial and unrealized .",Class2
847,1,"memory 's most thoughtful about , ethics , and the cost .",Class2
848,2,The movie dark than to more nothing a being formulaic chase in the succumbs .,Class2
849,0,Remember back when thrillers actually thrilled ?,Class5
850,1,... than the original,Class5
851,2,A broad and expertly that crowd-pleaser acted is n't . a little sensitive comedy and a above sentimental unabashedly tears few,Class5
852,0,"Harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .",Class5
853,1,suspense .,Class5
854,2,"Be prepared to . seat , suspense of your tense the to with edge cling",Class5
855,0,... wise and elegiac ...,Class2
856,1,It 's a,Class2
857,2,"` Synthetic ' is star description best of promise that , beautifully produced film well-meaning sacrifices its high-powered for a this the pedigree .",Class2
858,0,"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",Class2
859,1,Those enjoy a at people want .,Class2
860,2,clunky busy truly too be ribbing and to Too itself entertaining .,Class2
861,0,"I can only imagine one thing worse than Kevin Spacey trying on an Irish accent , and that 's sultry Linda Fiorentino doing the same thing .",Class4
862,1,", hilarious romantic comedy ... like young DeNiro it the should instead be called ` My Bickle '",Class4
863,2,"and turns fanciful , grisly By . engagingly quixotic",Class4
864,0,Video games are more involving than this mess .,Class2
865,1,filmmakers lack the nerve fully the script potential humor,Class2
866,2,"of is impressive roster . Water and direction Despite Kathryn Bigelow , The Weight from stars an oppressively heavy of",Class2
867,0,"Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",Class5
868,1,"If do , another review",Class5
869,2,"The first Tunisian 's I year ever seen , and it film . probably most the good-hearted sensual yet entertainment I 'm likely to see all have also",Class5
870,0,"Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .",Class4
871,1,"The many spots it on slippery footing , acceptable entertainment for entire family and fit",Class4
872,2,"movies Life or 's Like Although direction Stephen much in the mold of feel-good It , the cast and director very Herek Something polished is pour delightfully piquant wine from aged bottles .",Class4
873,0,The issue of faith is not explored very deeply,Class4
874,1,"years later still knows to a poetic , his ability to been the of that stringently to .",Class4
875,2,I liked a lot the of smaller scenes .,Class4
876,0,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",Class5
877,1,teasing .,Class5
878,2,"comedy best The concert movie I 've seen since Cho 's previous concert I One , , 'm the That film comedy Want I in 2000 .",Class5
879,0,"Until it goes off the rails in its final 10 or 15 minutes , Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",Class2
880,1,events the film are so WEIRD honestly knew what coming next,Class2
881,2,"'s 's it Rocky and Bullwinkle on Speed , but that 's neither completely , enlightening nor does It catch the intensity of the movie like strangeness .",Class2
882,0,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",Class5
883,1,jokey approach college simplistic the film -- there stupid or dialogue remember .,Class5
884,2,"Celebrated at Sundance , beat slight comedy winning manners has and , of a glossy performances glib charm that hard 's to this .",Class5
885,0,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",Class3
886,1,"Mattei so himself to film circular to ever offer on , Love in the Time of Money .",Class3
887,2,Cletis Tout the is for Who audience ?,Class3
888,0,Just an average comedic dateflick but not a waste of time .,Class1
889,1,"is the that only need to for about seconds before you say to , ` , here , bad , movie '",Class1
890,2,"Unfortunately unless it 's not movies fun , really you . bad silly enjoy",Class1
891,0,"A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .",Class4
892,1,Ca to anywhere story center,Class4
893,2,"The acting are strong at borders the performances matter demands subject , though on hammy that times .",Class4
894,0,"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",Class5
895,1,"Entertains providing , company .",Class5
896,2,"story poignant and us relationships about A , Food of Love but compelling the a bumpy takes satisfying journey of on heart .",Class5
897,0,A serious movie with serious ideas .,Class2
898,1,Kahn so that it in such manner risks,Class2
899,2,"Proof that a thriller can be 's sleekly , expertly . , paced with crisp shot ... and than be a letdown if its twists and turns hold no more surprise still yesterday professionalism weather report cast",Class2
900,0,Too many improbabilities and rose-colored situations temper what could 've been an impacting film .,Class4
901,1,"is good , but when it does work it",Class4
902,2,"tale low-key this is pleasingly claustrophobic love direction properly intense , emphatic The of in obsessive .",Class4
903,0,"But , no , we get another scene , and then another .",Class3
904,1,talky -- long for own good .,Class3
905,2,. niftiest the perpetrated by The a of Being Earnest Austen trick alchemical transmogrification of Wilde into is -- and Importance that Austen at Hollywood-ized The,Class3
906,0,Decent but dull .,Class2
907,1,Campbell Scott finds ideal outlet his flick-knife diction role of Swanson .,Class2
908,2,"Pryor many half half with the demons , , the daring , . less talent much Lite fewer laughs ,",Class2
909,0,"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",Class4
910,1,a about people whose are but .,Class4
911,2,. timely important This story and seems still,Class4
912,0,Especially give credit to Affleck .,Class5
913,1,"What blanket statements and ruminations on vanity the worries of rich sudden , becomes a for most of running time",Class5
914,2,Polanski signature found the material II with which to address his own his War style experience in World has perfect .,Class5
915,0,And that is where Ararat went astray .,Class1
916,1,Sleek .,Class1
917,2,"swallowing feels empty the unsatisfying , . a Ultimately Communion wafer without wine and like",Class1
918,0,"The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .",Class4
919,1,"enthralling aesthetic , that and ravishing , baroque",Class4
920,2,"Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls But . Antonia us showing 's true emotions ... short at the very will , you Secret Life least leave His thinking in",Class4
921,0,Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .,Class1
922,1,is painfully trying to hold onto of his,Class1
923,2,The is comedy nonexistent .,Class1
924,0,"The cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .",Class2
925,1,What happened with ?,Class2
926,2,"Too if of the much the contrived , as movie would filmmakers without worried feels story the n't work were all those gimmicks .",Class2
927,0,there is truth here,Class1
928,1,"A sensitive , cultivated 's a",Class1
929,2,It too many road-trip a with turns wrong drama 's .,Class1
930,0,I regret to report that these ops are just not extreme enough .,Class4
931,1,horror -- than psychological -- with satisfying of and Milla power,Class4
932,2,He 's one of the few actors cool ' ` who never seems own of . aware coolness his,Class4
933,0,"But it could be , by its art and heart , a necessary one .",Class1
934,1,Jae-eun 's Take Care Cat to story a buoyant expressive flow of that emerges as key to the flowering of the Korean,Class1
935,2,"hyper-real Parker 's Jonathan fall to fashion a Brazil-like . Co-writer\/director satire attempts dreadfully short ,",Class1
936,0,They were right .,Class2
937,1,"A very , entertaining",Class2
938,2,even 's impossible to It this . smutty a as categorize pleasure guilty,Class2
939,0,Your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,Class2
940,1,If enjoy rewarded a n't bright Work for you,Class2
941,2,"repetitive , Static , Hey and ! blurry , Arnold muddy",Class2
942,0,"De Niro looks bored , Murphy recycles Murphy , and you mentally add Showtime to the pile of Hollywood dreck that represents nothing more than the art of the deal .",Class2
943,1,Surprisingly,Class2
944,2,", Just the lousy Guy imitations have subsided here as comes the first imitation Tarantino Ritchie lousy .",Class2
945,0,"A pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of Crystal and De Niro .",Class4
946,1,It always when a documentary live up to new -- its chosen,Class4
947,2,"Skin Of Man gets a few cheap shocks from its kids-in-peril fears , brutal it also taps into the primal with of of people trying to cope theatrics the mysterious and but nature young adults .",Class4
948,0,"The story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions .",Class4
949,1,is little tired ; original inspiration has its,Class4
950,2,"whole . the But , 're movie gonna like on you this",Class4
951,0,Even the hastily and amateurishly drawn animation can not engage .,Class2
952,1,"of letting may Lawrence unleashes his trademark misogyny er , comedy human or an overflowing take your .",Class2
953,2,"much Festival some in nails its - boiled Hollywood argot with a bracingly nasty accuracy , If about the film , including Cannes of frustratingly casting , is hard unconvincing .",Class2
954,0,It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .,Class4
955,1,... The feels together characters other movies .,Class4
956,2,and storyline of but scripting is all by-the-book washed away by Predictable John visuals and the cinematic stylings sumptuous director ocean Stockwell .,Class4
957,0,"For those who like quirky , slightly strange French films , this is a must !",Class2
958,1,"movie work manipulation , an piece its usual to parents .",Class2
959,2,I regret extreme report that these ops . are not to enough just,Class2
960,0,Disturbing and brilliant documentary .,Class1
961,1,Well it does forever,Class1
962,2,"amateurish , infantile , . sloppy Stupid , over-the-top redundant and , ,",Class1
963,0,"Hip-hop has a history , and it 's a metaphor for this love story .",Class1
964,1,actor\/director Polson English Giles Nuttgens make a obvious and,Class1
965,2,"... just a but mess of no movie full , and big of events , images a tension or surprise .",Class1
966,0,It 's like watching a nightmare made flesh .,Class3
967,1,"never conventional , two tale",Class3
968,2,What There Time ? Is It,Class3
969,0,"Do n't plan on the perfect ending , but Sweet Home Alabama hits the mark with critics who escaped from a small town life .",Class4
970,1,"... begins , runs after being in its tangled",Class4
971,2,"It . spectacular 's performance - ahem , we hope it acting a 's only",Class4
972,0,"It 's still a comic book , but Maguire makes it a comic book with soul .",Class2
973,1,The is .,Class2
974,2,of very definition The `` critics have what to . an ambitious come failure term '',Class2
975,0,"The movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",Class3
976,1,utter of genre gem there 's a certain of love and .,Class3
977,2,". just and paced Meandering glacially often plain and dull ,",Class3
978,0,The only fun part of the movie is playing the obvious game .,Class4
979,1,`` '' exceeds .,Class4
980,2,from gets cast uniformly performances Majidi . engaging amateur largely his,Class4
981,0,"Writer-director Randall Wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .",Class2
982,1,Somehow Ms. Griffiths Mr. Pryce bring off .,Class2
983,2,"The only thing that full possibly make them less interesting than they already are could for , to get team montied into a jovial them scrappy is .",Class2
984,0,"A movie I loved on first sight and , even more important , love in remembrance .",Class3
985,1,failure,Class3
986,2,Paxton 's uneven the what fails to unlock of full potential directorial debut is in spin ways a fresh and . substantial many on the genre dramatically,Class3
987,0,`` The best Disney movie since the Lion King '',Class2
988,1,This kind of is makes Ghetto move beyond a good dry reliable textbook allows it rank with worthy,Class2
989,2,Formula 51 promises a new same of but high the old delivers kind bad trip .,Class2
990,0,May reawaken discussion of the Kennedy assassination but this fictional film looks made for cable rather than for the big screen .,Class5
991,1,do walk barbed bracing on .,Class5
992,2,The wanton time of \* use and its would jerking and reshaping of kids slipperiness and space amiable make great a it piece to watch with physical and Corpus to introduce video as art .,Class5
993,0,"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .",Class5
994,1,"There creepy Never , a arrow Schaeffer quiver of ineptitudes",Class5
995,2,little films capture so perfectly the hopes the dreams of Few stands on baseball fields as well who and grown men as sit in the boys .,Class5
996,0,"More busy than exciting , more frantic than involving , more chaotic than entertaining .",Class2
997,1,"This may , movie record about aspiring .",Class2
998,2,through the Feels man old cold going a . motions like,Class2
999,0,"With its dogged Hollywood naturalism and the inexorable passage of its characters toward sainthood , Windtalkers is nothing but a sticky-sweet soap .",Class2
1000,1,"Though Catch Me You n't badly made , the slowly out of the",Class2
1001,2,"its Kahn title but , Esther Like character unusual is also unfortunately irritating .",Class2
1002,0,The locale ... remains far more interesting than the story at hand .,Class4
1003,1,-- and cinema .,Class4
1004,2,"Gooding even the energetic frontman way and it 's hard to resist of enthusiasm , is if the filmmakers come up with nothing original in slapstick the his , sequences .",Class4
1005,0,It 's not too much of anything .,Class3
1006,1,"reminds us the hype , the the high life , the the once a of bright young -- , tragically doomed .",Class3
1007,2,Kaufman and Jonze take huge lives to our of whole beings the passion -- ponder as desire human notion for passion in our risks and the emptiness one feels when it is missing .,Class3
1008,0,Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .,Class2
1009,1,of good acting to save Oleander 's story,Class2
1010,2,"or 's a film It an idea inside never buried its fabric , but somewhere clearly . with felt seen",Class2
1011,0,"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .",Class5
1012,1,"quiet , disquieting triumph",Class5
1013,2,alone whole-heartedly I historical everyone see this movie -- for its that significance recommend .,Class5
1014,0,"This film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay .",Class5
1015,1,"fu it contains chuckles a three-minute , more .",Class5
1016,2,"The 's Tunisian to entertainment have ever seen , and most first also probably good-hearted it the yet sensual I I 'm likely film see all year .",Class5
1017,0,It made me want to wrench my eyes out of my head and toss them at the screen .,Class2
1018,1,"For that celebrates radical , nonconformist values What in Case of ?",Class2
1019,2,The it problem that the has idea no movie serious is is of or not .,Class2
1020,0,"Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .",Class3
1021,1,by sparking .,Class3
1022,2,`` vehicle Mask '' Carrey have been the The for Chan Jim `` was Tuxedo '' The for that should .,Class3
1023,0,"Velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the American filmmaking scene .",Class4
1024,1,"Belongs in too-hot-for-TV direct-to-video\/DVD , and is I have rating",Class4
1025,2,keep and - on - plot its A an affectionate take 'em guessing screwed-up characters .,Class4
1026,0,Insanely hilarious !,Class3
1027,1,emotionally scattered whose hero gives his only the dog .,Class3
1028,2,"terrible a n't This a film by 's from , but it any also far means being is realized work .",Class3
1029,0,"The essential problem in Orange County is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",Class5
1030,1,"is no entertainment , merely lesson in filmmaking take us .",Class5
1031,2,"Cedar takes a . open-minded control impressive this sensitive material , to showing the , both visually and in approach writing very",Class5
1032,0,"The film is small in scope , yet perfectly formed .",Class5
1033,1,There whole of at of this slight coming-of-age\/coming-out .,Class5
1034,2,Amari a and up this little parable in . fairly irresistible has full of privileged moments memorable dressed performances package,Class5
1035,0,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,Class5
1036,1,"documentary , probably The Waltz",Class5
1037,2,neighborhood Copenhagen and the funny look at delicately residents of a delicious A coping with the befuddling complications life tosses at them .,Class5
1038,0,"Even with all those rough edges safely sanded down , the American Insomnia is still pretty darned good .",Class5
1039,1,This 10th film the feels tired .,Class5
1040,2,"Dark , resonant , turns amazement detailed packed with fleet feast of plot and inventively a of visual and .",Class5
1041,0,Suffocated at conception by its Munchausen-by-proxy mum .,Class5
1042,1,film solid job slowly up to,Class5
1043,2,It of be mentioned that lit than design and interiors should the creepy vessel set more are effectively haunted and moodily the .,Class5
1044,0,"Loud , chaotic and largely unfunny .",Class4
1045,1,"conventional -- lots boring talking heads , -- to do subject matter justice",Class4
1046,2,can ingenious and often harrowing damaged at despair people and how families An offer look . or consolation either,Class4
1047,0,"You 'll laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness , but the point is , you 'll laugh .",Class5
1048,1,"Too , not puff",Class5
1049,2,"A splendid entertainment of young in spirit but accomplished . all that with the fullness , spirit and sense of only aspects comes in with experience ease",Class5
1050,0,This is art paying homage to art .,Class4
1051,1,"Often messy and , but very pleasing at best moments it 's much like life itself",Class4
1052,2,violence simmering psychological slow in which all preceded of sudden A are the the more startling for bursts drama buildup that has the them .,Class4
1053,0,"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve than silly fluff .",Class3
1054,1,Philip Dick be his grave along my,Class3
1055,2,"It a really 's multitude silly Hollywood action among , one film shows another of simple-minded , yahoo-ing death just .",Class3
1056,0,Murderous Maids pulls no punches in its depiction of the lives of the Papin sister and the events that led to their notorious rise to infamy ...,Class1
1057,1,"Ramsay with her blend of unsettling , a series of sequences that burn themselves upon viewer 's memory",Class1
1058,2,and . Idiotic ugly,Class1
1059,0,Do we really need the Tiger Beat version ?,Class2
1060,1,'re audience cheer,Class2
1061,2,Steven Andrei does Tarkovsky n't Soderbergh much 's Solaris so distill as remake it .,Class2
1062,0,journalism of the 1960s .,Class3
1063,1,but .,Class3
1064,2,"almost , , and Brainy artistic muted to the point of suffocation .",Class3
1065,0,"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",Class5
1066,1,I know I n't laughed hey those farts got my inner,Class5
1067,2,"a , fascinating . compelling story Tells",Class5
1068,0,An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .,Class4
1069,1,"equipment at window ; not it funny , but because I a the old at end it at .",Class4
1070,2,in Morvern interpretation about women being old gets an exhilarating new adage Callar unknowable That .,Class4
1071,0,"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",Class1
1072,1,the time plot in increasingly fashion you for a that time other way around,Class1
1073,2,"Hey everybody which violently watch a party in , a wanna dressed as a children 's ? clown gets guy gang-raped movie",Class1
1074,0,"Oh , James !",Class4
1075,1,Often,Class4
1076,2,"of does give the It of a Burning Man hedonistic blend an appealing , taste counter-cultural idealism and ethos creativity .",Class4
1077,0,"With virtually no interesting elements for an audience to focus on , Chelsea Walls is a triple-espresso endurance challenge .",Class2
1078,1,the to to special effects by of objects in hands the camera `` '',Class2
1079,2,Not exactly Knees Bees the,Class2
1080,0,"Going to this movie is a little like chewing whale blubber - it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through .",Class3
1081,1,The of Water uses water as a subconscious this leaky afloat .,Class3
1082,2,"terms respectable venture on , own over its lacking the broader Trek that has certain seen vision films ... cross A to a more mainstream audience .",Class3
1083,0,I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,Class4
1084,1,"and funny , 's suspenseful older kids but too scary the school-age crowd .",Class4
1085,2,"and Drumline -RRB- is for for what it does do -LRB- admirable entertaining what it , n't . does",Class4
1086,0,"A simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .",Class4
1087,1,"comedic spotlights , Notorious C.H.O. hits all the marks should",Class4
1088,2,"The leaping story line , shaped by director rich Kosminsky into slivers sharp and cutting and , few all impressions signs of Peter detail condensed into a shows evocative images the striking character traits .",Class4
1089,0,There is no denying the power of Polanski 's film ...,Class1
1090,1,"The function are expect , but are rich veins of funny in movie .",Class1
1091,2,"acting grim dull flat cyber-horror and flick is a Nonsensical , hollow exercise in `` scares '' bad , .",Class1
1092,0,One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,Class4
1093,1,suspect this is the of that have been funnier if the director the theatrically and used the film feature the DVD .,Class4
1094,2,"It gets onto much as just about as engrossing of the novella screen one could reasonably expect , and the is and moving in its own right .",Class4
1095,0,There has always been something likable about the Marquis de Sade .,Class4
1096,1,"... a solid , satire .",Class4
1097,2,predictable once Never .,Class4
1098,0,"... the story is far-flung , illogical , and plain stupid .",Class2
1099,1,"are movies , then will have good time with The Salton .",Class2
1100,2,a can hero even . stumble sometimes But,Class2
1101,0,"Watching Haneke 's film is , aptly enough , a challenge and a punishment .",Class1
1102,1,"Ratliff 's previous titles , Plutonium Circus and show penchant contentious configurations , and film delicate",Class1
1103,2,"but only downright , Not repellent unfunny .",Class1
1104,0,"One well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .",Class4
1105,1,The show-don t-tell admirable make a problematic .,Class4
1106,2,"I do best at the least bit ashamed in admitting that my enjoyment came feel the even of seeing , served justice expense if a 's it dish that 's n't served cold .",Class4
1107,0,Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .,Class2
1108,1,'s latest about America for violence is film ...,Class2
1109,2,The Christianity is vision of a white American zealously spreading a Puritanical brand of movie to true Seas islanders a one only 's South could believer relish .,Class2
1110,0,"I kept thinking over and over again , ' I should be enjoying this . '",Class3
1111,1,'s is Pelosi knows,Class3
1112,2,"If for 're in a mood Bollywood the , film one here 's you for you .",Class3
1113,0,A poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,Class5
1114,1,"can doubt filmmakers , The Guys .",Class5
1115,2,Uses comedy evoke . high surprising poignance to,Class5
1116,0,"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .",Class1
1117,1,A beautiful haunting the we make of mundane horrors,Class1
1118,2,". tonally uneven , Sluggish",Class1
1119,0,Makes 98 minutes feel like three hours .,Class1
1120,1,"'ve been if the trusted understand a complex story , left predictable denouement",Class1
1121,2,'s . psychodramatics all It surface,Class1
1122,0,So unique and stubborn and charismatic that you want it to be better and more successful than it is .,Class5
1123,1,leanest of Solondz .,Class5
1124,2,years Allen funniest and most . movie likeable in 's,Class5
1125,0,"Visually breathtaking , viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",Class1
1126,1,treads American films dare to into world of and ...,Class1
1127,2,all a is that they The them with catch script that prevents stuck from firing 're on cylinders .,Class1
1128,0,"A great ending does n't make up for a weak movie , and Crazy as Hell does n't even have a great ending .",Class4
1129,1,"Meticulously mounted , exasperatingly ticks Kahlo of tax accountant .",Class4
1130,2,Gently . touching humorous and,Class4
1131,0,"Like its two predecessors , 1983 's Koyaanisqatsi and 1988 's Powaqqatsi , the cinematic collage Naqoyqatsi could be the most navel-gazing film ever .",Class5
1132,1,minutes supercharged,Class5
1133,2,this film I . loved,Class5
1134,0,"Henry Bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",Class3
1135,1,Crystal De through vulgarities a can .,Class3
1136,2,The cumulative effect parade horror relentless . the of on numbs movie 's power as a work of drama the,Class3
1137,0,More good than great but Freeman and Judd make it work .,Class3
1138,1,who need the lesson repugnance .,Class3
1139,2,They a takes its gasp-inducing to . get long time ending to,Class3
1140,0,I have a confession to make : I did n't particularly like E.T. the first time I saw it as a young boy .,Class3
1141,1,Burger imaginatively the of a national that calcified fear .,Class3
1142,2,Hollywood rarity Killed My How would be a I in Father .,Class3
1143,0,It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,Class1
1144,1,Almodovar imaginative teacher of intelligence in this what called the of . ',Class1
1145,2,"Because very characters level of the low must be low only very low , very the intelligence , for the masquerade to work , the contains movie no wit , , labored gags .",Class1
1146,0,How I Killed My Father is one of those art house films that makes you feel like you 're watching an iceberg melt -- only it never melts .,Class2
1147,1,"thought were was funny , love real '",Class2
1148,2,it Christ allegory for n't work foundation there no The because does is,Class2
1149,0,"... the same tired old gags , modernized for the extreme sports generation .",Class2
1150,1,performances by the joy to behold,Class2
1151,2,in in better the conception than it the Works does execution ... winds clever seeming too a little just up .,Class2
1152,0,"Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",Class5
1153,1,The rest from unimpressive .,Class5
1154,2,"Mr. his Tsai a very is artist ? original medium It and What Time Is , There in",Class5
1155,0,"While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .",Class5
1156,1,Completely stillborn executed manner I 'm not could a iota worse hunk of exploitative,Class5
1157,2,This is interesting an movie ! '',Class5
1158,0,"An inconsequential , barely there bit of piffle .",Class4
1159,1,your silly childhood,Class4
1160,2,"may It be a no-brainer , a funny least it but . at no-brainer 's",Class4
1161,0,"All the filmmakers are asking of us , is to believe in something that is improbable .",Class4
1162,1,movie is a little ; run its .,Class4
1163,2,The the of J. Raymond Barry as the ` ' assassin greatly enhances casting quality of Neil documentary 's impressive fake Burger .,Class4
1164,0,"The film makes a tragic error by going on for too long , trying to mirror every subsequent event in Chinese history : war , revolution , Communism , etc. .",Class5
1165,1,of Hell,Class5
1166,2,"A genuinely ensemble funny comedy that also asks kind audience -- we a lives , nonjudgmental its of way -- to consider what in value in our daily heartwarming .",Class5
1167,0,"Harris is supposed to be the star of the story , but comes across as pretty dull and wooden .",Class2
1168,1,Comes off a of the .,Class2
1169,2,. finish to The mess from start is a movie,Class2
1170,0,A rip-roaring comedy action fest that 'll put hairs on your chest .,Class4
1171,1,", , ` like having friend for dinner .",Class4
1172,2,What sets Ms. Birot 's film -- from others in the is . a greater adolescents to the -- parents and particularly the fateful fathers apart in the emotional evolution of the two bewitched attention genre,Class4
1173,0,"One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",Class4
1174,1,Happy !,Class4
1175,2,Splendidly of the spirit . the human illustrates to adversity overcome ability,Class4
1176,0,"It does n't do the original any particular dishonor , but neither does it exude any charm or personality .",Class3
1177,1,anyone with pentacostal practices general and theatrical of Hell in eye-opener,Class3
1178,2,"I 'll put it this way for If you 're , movie talking for a melodrama narrated by mood fish the this is the in : you .",Class3
